County,State,County FIPS Code,Opioid Dispensing Rate per 100,Year,County and State
Autauga,AL,1001,134.8,2006,"Autauga, AL"
Autauga,AL,1001,135.8,2007,"Autauga, AL"
Autauga,AL,1001,144.9,2008,"Autauga, AL"
Autauga,AL,1001,147.5,2009,"Autauga, AL"
Autauga,AL,1001,151.7,2010,"Autauga, AL"
Autauga,AL,1001,144.1,2011,"Autauga, AL"
Autauga,AL,1001,157.8,2012,"Autauga, AL"
Autauga,AL,1001,166.7,2013,"Autauga, AL"
Autauga,AL,1001,145.3,2014,"Autauga, AL"
Autauga,AL,1001,129.9,2015,"Autauga, AL"
Autauga,AL,1001,129.6,2016,"Autauga, AL"
AUTAUGA,AL,1001,113.3,2017,"AUTAUGA, AL"
AUTAUGA,AL,1001,96.7,2018,"AUTAUGA, AL"
AUTAUGA,AL,1001,98.3,2020,"AUTAUGA, AL"
Autauga ,AL,1001,101.3,2019,"Autauga , AL"
Baldwin,AL,1003,127.8,2006,"Baldwin, AL"
Baldwin,AL,1003,133.2,2007,"Baldwin, AL"
Baldwin,AL,1003,138.3,2008,"Baldwin, AL"
Baldwin,AL,1003,143.9,2009,"Baldwin, AL"
Baldwin,AL,1003,143.8,2010,"Baldwin, AL"
Baldwin,AL,1003,150,2011,"Baldwin, AL"
Baldwin,AL,1003,156.4,2012,"Baldwin, AL"
Baldwin,AL,1003,154.3,2013,"Baldwin, AL"
Baldwin,AL,1003,143.5,2014,"Baldwin, AL"
Baldwin,AL,1003,132.1,2015,"Baldwin, AL"
Baldwin,AL,1003,123.8,2016,"Baldwin, AL"
BALDWIN,AL,1003,107.1,2017,"BALDWIN, AL"
BALDWIN,AL,1003,93.6,2018,"BALDWIN, AL"
BALDWIN,AL,1003,65,2020,"BALDWIN, AL"
Baldwin ,AL,1003,67.6,2019,"Baldwin , AL"
Barbour,AL,1005,78.1,2006,"Barbour, AL"
Barbour,AL,1005,72.7,2007,"Barbour, AL"
Barbour,AL,1005,79.6,2008,"Barbour, AL"
Barbour,AL,1005,88.5,2009,"Barbour, AL"
Barbour,AL,1005,97,2010,"Barbour, AL"
Barbour,AL,1005,99.4,2011,"Barbour, AL"
Barbour,AL,1005,118.3,2012,"Barbour, AL"
Barbour,AL,1005,107.5,2013,"Barbour, AL"
Barbour,AL,1005,102,2014,"Barbour, AL"
Barbour,AL,1005,93.3,2015,"Barbour, AL"
Barbour,AL,1005,92.7,2016,"Barbour, AL"
BARBOUR,AL,1005,90.5,2017,"BARBOUR, AL"
BARBOUR,AL,1005,86,2018,"BARBOUR, AL"
BARBOUR,AL,1005,22.8,2020,"BARBOUR, AL"
Barbour ,AL,1005,27.2,2019,"Barbour , AL"
Bibb,AL,1007,114.3,2006,"Bibb, AL"
Bibb,AL,1007,116.1,2007,"Bibb, AL"
Bibb,AL,1007,119.6,2008,"Bibb, AL"
Bibb,AL,1007,109.6,2009,"Bibb, AL"
Bibb,AL,1007,58.9,2010,"Bibb, AL"
Bibb,AL,1007,57.7,2011,"Bibb, AL"
Bibb,AL,1007,69.2,2012,"Bibb, AL"
Bibb,AL,1007,70.5,2013,"Bibb, AL"
Bibb,AL,1007,75.8,2014,"Bibb, AL"
Bibb,AL,1007,69.4,2015,"Bibb, AL"
Bibb,AL,1007,97.2,2016,"Bibb, AL"
BIBB,AL,1007,91.1,2017,"BIBB, AL"
BIBB,AL,1007,81.1,2018,"BIBB, AL"
BIBB,AL,1007,24.8,2020,"BIBB, AL"
Bibb ,AL,1007,21,2019,"Bibb , AL"
Blount,AL,1009,40.3,2006,"Blount, AL"
Blount,AL,1009,44.6,2007,"Blount, AL"
Blount,AL,1009,58.2,2008,"Blount, AL"
Blount,AL,1009,56.2,2009,"Blount, AL"
Blount,AL,1009,60.1,2010,"Blount, AL"
Blount,AL,1009,64.8,2011,"Blount, AL"
Blount,AL,1009,66.6,2012,"Blount, AL"
Blount,AL,1009,65.9,2013,"Blount, AL"
Blount,AL,1009,63.2,2014,"Blount, AL"
Blount,AL,1009,57.9,2015,"Blount, AL"
Blount,AL,1009,56.9,2016,"Blount, AL"
BLOUNT,AL,1009,50.4,2017,"BLOUNT, AL"
BLOUNT,AL,1009,45.4,2018,"BLOUNT, AL"
BLOUNT,AL,1009,22.8,2020,"BLOUNT, AL"
Blount ,AL,1009,23.7,2019,"Blount , AL"
Bullock,AL,1011,34.6,2006,"Bullock, AL"
Bullock,AL,1011,37.7,2007,"Bullock, AL"
Bullock,AL,1011,41.1,2008,"Bullock, AL"
Bullock,AL,1011,46.3,2009,"Bullock, AL"
Bullock,AL,1011,53.8,2010,"Bullock, AL"
Bullock,AL,1011,41,2011,"Bullock, AL"
Bullock,AL,1011,40.8,2012,"Bullock, AL"
Bullock,AL,1011,41.2,2013,"Bullock, AL"
Bullock,AL,1011,34.3,2014,"Bullock, AL"
Bullock,AL,1011,23.4,2015,"Bullock, AL"
Bullock,AL,1011,19.8,2016,"Bullock, AL"
BULLOCK,AL,1011,20.4,2017,"BULLOCK, AL"
BULLOCK,AL,1011,24.8,2018,"BULLOCK, AL"
BULLOCK,AL,1011,22,2020,"BULLOCK, AL"
Bullock ,AL,1011,24.7,2019,"Bullock , AL"
Butler,AL,1013,105.4,2006,"Butler, AL"
Butler,AL,1013,102,2007,"Butler, AL"
Butler,AL,1013,104.5,2008,"Butler, AL"
Butler,AL,1013,121.2,2009,"Butler, AL"
Butler,AL,1013,117.5,2010,"Butler, AL"
Butler,AL,1013,135.8,2011,"Butler, AL"
Butler,AL,1013,158.6,2012,"Butler, AL"
Butler,AL,1013,149.7,2013,"Butler, AL"
Butler,AL,1013,145,2014,"Butler, AL"
Butler,AL,1013,140.5,2015,"Butler, AL"
Butler,AL,1013,135.4,2016,"Butler, AL"
BUTLER,AL,1013,119.6,2017,"BUTLER, AL"
BUTLER,AL,1013,106,2018,"BUTLER, AL"
BUTLER,AL,1013,35.1,2020,"BUTLER, AL"
Butler ,AL,1013,40.6,2019,"Butler , AL"
Calhoun,AL,1015,165.7,2006,"Calhoun, AL"
Calhoun,AL,1015,173.4,2007,"Calhoun, AL"
Calhoun,AL,1015,174.4,2008,"Calhoun, AL"
Calhoun,AL,1015,175.9,2009,"Calhoun, AL"
Calhoun,AL,1015,182.5,2010,"Calhoun, AL"
Calhoun,AL,1015,176.7,2011,"Calhoun, AL"
Calhoun,AL,1015,185.6,2012,"Calhoun, AL"
Calhoun,AL,1015,188.9,2013,"Calhoun, AL"
Calhoun,AL,1015,180,2014,"Calhoun, AL"
Calhoun,AL,1015,165.4,2015,"Calhoun, AL"
Calhoun,AL,1015,161,2016,"Calhoun, AL"
CALHOUN,AL,1015,140.9,2017,"CALHOUN, AL"
CALHOUN,AL,1015,129.9,2018,"CALHOUN, AL"
CALHOUN,AL,1015,97.9,2020,"CALHOUN, AL"
Calhoun ,AL,1015,106.3,2019,"Calhoun , AL"
Chambers,AL,1017,120.4,2006,"Chambers, AL"
Chambers,AL,1017,133.8,2007,"Chambers, AL"
Chambers,AL,1017,134.9,2008,"Chambers, AL"
Chambers,AL,1017,144.9,2009,"Chambers, AL"
Chambers,AL,1017,150.3,2010,"Chambers, AL"
Chambers,AL,1017,152.5,2011,"Chambers, AL"
Chambers,AL,1017,168.4,2012,"Chambers, AL"
Chambers,AL,1017,169.7,2013,"Chambers, AL"
Chambers,AL,1017,163.1,2014,"Chambers, AL"
Chambers,AL,1017,147.3,2015,"Chambers, AL"
Chambers,AL,1017,140.6,2016,"Chambers, AL"
CHAMBERS,AL,1017,127.2,2017,"CHAMBERS, AL"
CHAMBERS,AL,1017,117.1,2018,"CHAMBERS, AL"
CHAMBERS,AL,1017,60.5,2020,"CHAMBERS, AL"
Chambers ,AL,1017,58,2019,"Chambers , AL"
Cherokee,AL,1019,123.8,2006,"Cherokee, AL"
Cherokee,AL,1019,137.5,2007,"Cherokee, AL"
Cherokee,AL,1019,146.3,2008,"Cherokee, AL"
Cherokee,AL,1019,162.5,2009,"Cherokee, AL"
Cherokee,AL,1019,165.6,2010,"Cherokee, AL"
Cherokee,AL,1019,159.7,2011,"Cherokee, AL"
Cherokee,AL,1019,165.3,2012,"Cherokee, AL"
Cherokee,AL,1019,163.8,2013,"Cherokee, AL"
Cherokee,AL,1019,175.1,2014,"Cherokee, AL"
Cherokee,AL,1019,169.2,2015,"Cherokee, AL"
Cherokee,AL,1019,157.7,2016,"Cherokee, AL"
CHEROKEE,AL,1019,135.1,2017,"CHEROKEE, AL"
CHEROKEE,AL,1019,129.2,2018,"CHEROKEE, AL"
CHEROKEE,AL,1019,50.6,2020,"CHEROKEE, AL"
Cherokee ,AL,1019,46.5,2019,"Cherokee , AL"
Chilton,AL,1021,109,2006,"Chilton, AL"
Chilton,AL,1021,111.9,2007,"Chilton, AL"
Chilton,AL,1021,115.2,2008,"Chilton, AL"
Chilton,AL,1021,116.9,2009,"Chilton, AL"
Chilton,AL,1021,114.7,2010,"Chilton, AL"
Chilton,AL,1021,120.7,2011,"Chilton, AL"
Chilton,AL,1021,130.3,2012,"Chilton, AL"
Chilton,AL,1021,134.3,2013,"Chilton, AL"
Chilton,AL,1021,132.1,2014,"Chilton, AL"
Chilton,AL,1021,120.6,2015,"Chilton, AL"
Chilton,AL,1021,120.4,2016,"Chilton, AL"
CHILTON,AL,1021,107.4,2017,"CHILTON, AL"
CHILTON,AL,1021,96,2018,"CHILTON, AL"
CHILTON,AL,1021,39.3,2020,"CHILTON, AL"
Chilton ,AL,1021,41.2,2019,"Chilton , AL"
Choctaw,AL,1023,60.2,2006,"Choctaw, AL"
Choctaw,AL,1023,99.8,2007,"Choctaw, AL"
Choctaw,AL,1023,106,2008,"Choctaw, AL"
Choctaw,AL,1023,95.7,2009,"Choctaw, AL"
Choctaw,AL,1023,110.3,2010,"Choctaw, AL"
Choctaw,AL,1023,115.3,2011,"Choctaw, AL"
Choctaw,AL,1023,125.8,2012,"Choctaw, AL"
Choctaw,AL,1023,125.9,2013,"Choctaw, AL"
Choctaw,AL,1023,141.2,2014,"Choctaw, AL"
Choctaw,AL,1023,97,2015,"Choctaw, AL"
Choctaw,AL,1023,97.8,2016,"Choctaw, AL"
CHOCTAW,AL,1023,91.5,2017,"CHOCTAW, AL"
CHOCTAW,AL,1023,67.4,2018,"CHOCTAW, AL"
CHOCTAW,AL,1023,37.8,2020,"CHOCTAW, AL"
Choctaw ,AL,1023,37.5,2019,"Choctaw , AL"
Clarke,AL,1025,120.6,2006,"Clarke, AL"
Clarke,AL,1025,126.1,2007,"Clarke, AL"
Clarke,AL,1025,132.7,2008,"Clarke, AL"
Clarke,AL,1025,155.7,2009,"Clarke, AL"
Clarke,AL,1025,166.6,2010,"Clarke, AL"
Clarke,AL,1025,171.9,2011,"Clarke, AL"
Clarke,AL,1025,181.9,2012,"Clarke, AL"
Clarke,AL,1025,189,2013,"Clarke, AL"
Clarke,AL,1025,184.3,2014,"Clarke, AL"
Clarke,AL,1025,165.6,2015,"Clarke, AL"
Clarke,AL,1025,164.7,2016,"Clarke, AL"
CLARKE,AL,1025,156.1,2017,"CLARKE, AL"
CLARKE,AL,1025,144.4,2018,"CLARKE, AL"
CLARKE,AL,1025,65.9,2020,"CLARKE, AL"
Clarke ,AL,1025,66.3,2019,"Clarke , AL"
Clay,AL,1027,114,2006,"Clay, AL"
Clay,AL,1027,118.6,2007,"Clay, AL"
Clay,AL,1027,128,2008,"Clay, AL"
Clay,AL,1027,137.4,2009,"Clay, AL"
Clay,AL,1027,127.2,2010,"Clay, AL"
Clay,AL,1027,130.3,2011,"Clay, AL"
Clay,AL,1027,144.6,2012,"Clay, AL"
Clay,AL,1027,163.3,2013,"Clay, AL"
Clay,AL,1027,150.6,2014,"Clay, AL"
Clay,AL,1027,139.7,2015,"Clay, AL"
Clay,AL,1027,133.7,2016,"Clay, AL"
CLAY,AL,1027,117.4,2017,"CLAY, AL"
CLAY,AL,1027,105.7,2018,"CLAY, AL"
CLAY,AL,1027,81.7,2020,"CLAY, AL"
Clay ,AL,1027,84.5,2019,"Clay , AL"
Cleburne,AL,1029,12.6,2006,"Cleburne, AL"
Cleburne,AL,1029,23.9,2007,"Cleburne, AL"
Cleburne,AL,1029,27.6,2008,"Cleburne, AL"
Cleburne,AL,1029,29.4,2009,"Cleburne, AL"
Cleburne,AL,1029,19.8,2010,"Cleburne, AL"
Cleburne,AL,1029,26.1,2011,"Cleburne, AL"
Cleburne,AL,1029,36.9,2012,"Cleburne, AL"
Cleburne,AL,1029,41.8,2013,"Cleburne, AL"
Cleburne,AL,1029,48.2,2014,"Cleburne, AL"
Cleburne,AL,1029,51.1,2015,"Cleburne, AL"
Cleburne,AL,1029,44.2,2016,"Cleburne, AL"
CLEBURNE,AL,1029,47.8,2017,"CLEBURNE, AL"
CLEBURNE,AL,1029,38.2,2018,"CLEBURNE, AL"
CLEBURNE,AL,1029,5.7,2020,"CLEBURNE, AL"
Cleburne ,AL,1029,14.5,2019,"Cleburne , AL"
Coffee,AL,1031,118.6,2006,"Coffee, AL"
Coffee,AL,1031,118.4,2007,"Coffee, AL"
Coffee,AL,1031,117.7,2008,"Coffee, AL"
Coffee,AL,1031,127,2009,"Coffee, AL"
Coffee,AL,1031,134,2010,"Coffee, AL"
Coffee,AL,1031,152.6,2011,"Coffee, AL"
Coffee,AL,1031,168.8,2012,"Coffee, AL"
Coffee,AL,1031,147.2,2013,"Coffee, AL"
Coffee,AL,1031,143.2,2014,"Coffee, AL"
Coffee,AL,1031,131.9,2015,"Coffee, AL"
Coffee,AL,1031,129.5,2016,"Coffee, AL"
COFFEE,AL,1031,121.5,2017,"COFFEE, AL"
COFFEE,AL,1031,114.2,2018,"COFFEE, AL"
COFFEE,AL,1031,74.4,2020,"COFFEE, AL"
Coffee ,AL,1031,79.8,2019,"Coffee , AL"
Colbert,AL,1033,196.8,2006,"Colbert, AL"
Colbert,AL,1033,215.3,2007,"Colbert, AL"
Colbert,AL,1033,211.5,2008,"Colbert, AL"
Colbert,AL,1033,213.5,2009,"Colbert, AL"
Colbert,AL,1033,209.6,2010,"Colbert, AL"
Colbert,AL,1033,208.7,2011,"Colbert, AL"
Colbert,AL,1033,221.2,2012,"Colbert, AL"
Colbert,AL,1033,229.9,2013,"Colbert, AL"
Colbert,AL,1033,234.3,2014,"Colbert, AL"
Colbert,AL,1033,222.9,2015,"Colbert, AL"
Colbert,AL,1033,208.1,2016,"Colbert, AL"
COLBERT,AL,1033,188,2017,"COLBERT, AL"
COLBERT,AL,1033,167,2018,"COLBERT, AL"
COLBERT,AL,1033,150,2020,"COLBERT, AL"
Colbert ,AL,1033,156.9,2019,"Colbert , AL"
Conecuh,AL,1035,142.1,2006,"Conecuh, AL"
Conecuh,AL,1035,156.9,2007,"Conecuh, AL"
Conecuh,AL,1035,168.9,2008,"Conecuh, AL"
Conecuh,AL,1035,199.5,2009,"Conecuh, AL"
Conecuh,AL,1035,187.8,2010,"Conecuh, AL"
Conecuh,AL,1035,170.7,2011,"Conecuh, AL"
Conecuh,AL,1035,172.7,2012,"Conecuh, AL"
Conecuh,AL,1035,170.8,2013,"Conecuh, AL"
Conecuh,AL,1035,154.4,2014,"Conecuh, AL"
Conecuh,AL,1035,102.8,2015,"Conecuh, AL"
Conecuh,AL,1035,93.9,2016,"Conecuh, AL"
CONECUH,AL,1035,88.6,2017,"CONECUH, AL"
CONECUH,AL,1035,88.5,2018,"CONECUH, AL"
CONECUH,AL,1035,113.3,2020,"CONECUH, AL"
Conecuh ,AL,1035,110.5,2019,"Conecuh , AL"
Coosa,AL,1037,25.2,2006,"Coosa, AL"
Coosa,AL,1037,32.7,2007,"Coosa, AL"
Coosa,AL,1037,45.4,2008,"Coosa, AL"
Coosa,AL,1037,48,2009,"Coosa, AL"
Coosa,AL,1037,50.6,2010,"Coosa, AL"
Coosa,AL,1037,52,2011,"Coosa, AL"
Coosa,AL,1037,56.8,2012,"Coosa, AL"
Coosa,AL,1037,51.8,2013,"Coosa, AL"
Coosa,AL,1037,35.7,2014,"Coosa, AL"
Coosa,AL,1037,26.8,2015,"Coosa, AL"
Coosa,AL,1037,25.4,2016,"Coosa, AL"
COOSA,AL,1037,24.1,2017,"COOSA, AL"
COOSA,AL,1037,24.4,2018,"COOSA, AL"
COOSA,AL,1037,0,2020,"COOSA, AL"
Coosa ,AL,1037,0,2019,"Coosa , AL"
Covington,AL,1039,202.1,2006,"Covington, AL"
Covington,AL,1039,206.9,2007,"Covington, AL"
Covington,AL,1039,200.3,2008,"Covington, AL"
Covington,AL,1039,187.6,2009,"Covington, AL"
Covington,AL,1039,185.9,2010,"Covington, AL"
Covington,AL,1039,178,2011,"Covington, AL"
Covington,AL,1039,202.5,2012,"Covington, AL"
Covington,AL,1039,219,2013,"Covington, AL"
Covington,AL,1039,216.2,2014,"Covington, AL"
Covington,AL,1039,198.8,2015,"Covington, AL"
Covington,AL,1039,170.9,2016,"Covington, AL"
COVINGTON,AL,1039,147.5,2017,"COVINGTON, AL"
COVINGTON,AL,1039,135.1,2018,"COVINGTON, AL"
COVINGTON,AL,1039,85.3,2020,"COVINGTON, AL"
Covington ,AL,1039,94.2,2019,"Covington , AL"
Crenshaw,AL,1041,93.7,2006,"Crenshaw, AL"
Crenshaw,AL,1041,100.6,2007,"Crenshaw, AL"
Crenshaw,AL,1041,107.9,2008,"Crenshaw, AL"
Crenshaw,AL,1041,108.7,2009,"Crenshaw, AL"
Crenshaw,AL,1041,116.9,2010,"Crenshaw, AL"
Crenshaw,AL,1041,113.7,2011,"Crenshaw, AL"
Crenshaw,AL,1041,120.5,2012,"Crenshaw, AL"
Crenshaw,AL,1041,111.8,2013,"Crenshaw, AL"
Crenshaw,AL,1041,101.5,2014,"Crenshaw, AL"
Crenshaw,AL,1041,94,2015,"Crenshaw, AL"
Crenshaw,AL,1041,90.9,2016,"Crenshaw, AL"
CRENSHAW,AL,1041,80.9,2017,"CRENSHAW, AL"
CRENSHAW,AL,1041,59.8,2018,"CRENSHAW, AL"
CRENSHAW,AL,1041,33.4,2020,"CRENSHAW, AL"
Crenshaw ,AL,1041,33.1,2019,"Crenshaw , AL"
Cullman,AL,1043,140.6,2006,"Cullman, AL"
Cullman,AL,1043,150.6,2007,"Cullman, AL"
Cullman,AL,1043,155.2,2008,"Cullman, AL"
Cullman,AL,1043,174.7,2009,"Cullman, AL"
Cullman,AL,1043,178.8,2010,"Cullman, AL"
Cullman,AL,1043,180.6,2011,"Cullman, AL"
Cullman,AL,1043,191.4,2012,"Cullman, AL"
Cullman,AL,1043,190.4,2013,"Cullman, AL"
Cullman,AL,1043,182.6,2014,"Cullman, AL"
Cullman,AL,1043,172,2015,"Cullman, AL"
Cullman,AL,1043,166.2,2016,"Cullman, AL"
CULLMAN,AL,1043,144.7,2017,"CULLMAN, AL"
CULLMAN,AL,1043,126.7,2018,"CULLMAN, AL"
CULLMAN,AL,1043,81.1,2020,"CULLMAN, AL"
Cullman ,AL,1043,87.1,2019,"Cullman , AL"
Dale,AL,1045,64,2006,"Dale, AL"
Dale,AL,1045,61.5,2007,"Dale, AL"
Dale,AL,1045,62.9,2008,"Dale, AL"
Dale,AL,1045,71.2,2009,"Dale, AL"
Dale,AL,1045,79.1,2010,"Dale, AL"
Dale,AL,1045,75.1,2011,"Dale, AL"
Dale,AL,1045,77.3,2012,"Dale, AL"
Dale,AL,1045,74,2013,"Dale, AL"
Dale,AL,1045,71.5,2014,"Dale, AL"
Dale,AL,1045,63.8,2015,"Dale, AL"
Dale,AL,1045,78.7,2016,"Dale, AL"
DALE,AL,1045,69.4,2017,"DALE, AL"
DALE,AL,1045,69.6,2018,"DALE, AL"
DALE,AL,1045,31.8,2020,"DALE, AL"
Dale ,AL,1045,34,2019,"Dale , AL"
Dallas,AL,1047,77.9,2006,"Dallas, AL"
Dallas,AL,1047,84.6,2007,"Dallas, AL"
Dallas,AL,1047,92.1,2008,"Dallas, AL"
Dallas,AL,1047,112.8,2009,"Dallas, AL"
Dallas,AL,1047,126,2010,"Dallas, AL"
Dallas,AL,1047,122.5,2011,"Dallas, AL"
Dallas,AL,1047,118.6,2012,"Dallas, AL"
Dallas,AL,1047,125.7,2013,"Dallas, AL"
Dallas,AL,1047,123.3,2014,"Dallas, AL"
Dallas,AL,1047,115.7,2015,"Dallas, AL"
Dallas,AL,1047,117.8,2016,"Dallas, AL"
DALLAS,AL,1047,102.1,2017,"DALLAS, AL"
DALLAS,AL,1047,82,2018,"DALLAS, AL"
DALLAS,AL,1047,62.7,2020,"DALLAS, AL"
Dallas ,AL,1047,65,2019,"Dallas , AL"
DE KALB,AL,1049,105,2017,"DE KALB, AL"
DE KALB,AL,1049,98.2,2018,"DE KALB, AL"
DE KALB,AL,1049,64.3,2020,"DE KALB, AL"
DeKalb,AL,1049,50.6,2006,"DeKalb, AL"
DeKalb,AL,1049,45.2,2007,"DeKalb, AL"
DeKalb,AL,1049,55.5,2008,"DeKalb, AL"
DeKalb,AL,1049,57.8,2009,"DeKalb, AL"
DeKalb,AL,1049,81.2,2010,"DeKalb, AL"
DeKalb,AL,1049,100.6,2011,"DeKalb, AL"
DeKalb,AL,1049,122.3,2012,"DeKalb, AL"
DeKalb,AL,1049,123.6,2013,"DeKalb, AL"
DeKalb,AL,1049,122.7,2014,"DeKalb, AL"
DeKalb,AL,1049,117.6,2015,"DeKalb, AL"
DeKalb,AL,1049,114.4,2016,"DeKalb, AL"
DeKalb ,AL,1049,62.6,2019,"DeKalb , AL"
Elmore,AL,1051,83,2006,"Elmore, AL"
Elmore,AL,1051,88.6,2007,"Elmore, AL"
Elmore,AL,1051,103.8,2008,"Elmore, AL"
Elmore,AL,1051,108.4,2009,"Elmore, AL"
Elmore,AL,1051,113.4,2010,"Elmore, AL"
Elmore,AL,1051,129.9,2011,"Elmore, AL"
Elmore,AL,1051,137.8,2012,"Elmore, AL"
Elmore,AL,1051,132.2,2013,"Elmore, AL"
Elmore,AL,1051,122.7,2014,"Elmore, AL"
Elmore,AL,1051,113.1,2015,"Elmore, AL"
Elmore,AL,1051,117.3,2016,"Elmore, AL"
ELMORE,AL,1051,113.6,2017,"ELMORE, AL"
ELMORE,AL,1051,98.5,2018,"ELMORE, AL"
ELMORE,AL,1051,26.8,2020,"ELMORE, AL"
Elmore ,AL,1051,28.1,2019,"Elmore , AL"
Escambia,AL,1053,116.7,2006,"Escambia, AL"
Escambia,AL,1053,105.5,2007,"Escambia, AL"
Escambia,AL,1053,115.9,2008,"Escambia, AL"
Escambia,AL,1053,139.4,2009,"Escambia, AL"
Escambia,AL,1053,145.7,2010,"Escambia, AL"
Escambia,AL,1053,149,2011,"Escambia, AL"
Escambia,AL,1053,152.1,2012,"Escambia, AL"
Escambia,AL,1053,164.2,2013,"Escambia, AL"
Escambia,AL,1053,166.8,2014,"Escambia, AL"
Escambia,AL,1053,174.3,2015,"Escambia, AL"
Escambia,AL,1053,173.9,2016,"Escambia, AL"
ESCAMBIA,AL,1053,156.5,2017,"ESCAMBIA, AL"
ESCAMBIA,AL,1053,137.4,2018,"ESCAMBIA, AL"
ESCAMBIA,AL,1053,81.2,2020,"ESCAMBIA, AL"
Escambia ,AL,1053,76.6,2019,"Escambia , AL"
Etowah,AL,1055,126.2,2006,"Etowah, AL"
Etowah,AL,1055,133.2,2007,"Etowah, AL"
Etowah,AL,1055,145.6,2008,"Etowah, AL"
Etowah,AL,1055,159.6,2009,"Etowah, AL"
Etowah,AL,1055,163.1,2010,"Etowah, AL"
Etowah,AL,1055,158.2,2011,"Etowah, AL"
Etowah,AL,1055,191.1,2012,"Etowah, AL"
Etowah,AL,1055,199.1,2013,"Etowah, AL"
Etowah,AL,1055,191.4,2014,"Etowah, AL"
Etowah,AL,1055,171.9,2015,"Etowah, AL"
Etowah,AL,1055,156.8,2016,"Etowah, AL"
ETOWAH,AL,1055,132.5,2017,"ETOWAH, AL"
ETOWAH,AL,1055,126.1,2018,"ETOWAH, AL"
ETOWAH,AL,1055,102.8,2020,"ETOWAH, AL"
Etowah ,AL,1055,102.8,2019,"Etowah , AL"
Fayette,AL,1057,78,2006,"Fayette, AL"
Fayette,AL,1057,85.8,2007,"Fayette, AL"
Fayette,AL,1057,67.8,2008,"Fayette, AL"
Fayette,AL,1057,43.7,2009,"Fayette, AL"
Fayette,AL,1057,46.7,2010,"Fayette, AL"
Fayette,AL,1057,48.9,2011,"Fayette, AL"
Fayette,AL,1057,66,2012,"Fayette, AL"
Fayette,AL,1057,150.9,2013,"Fayette, AL"
Fayette,AL,1057,162.5,2014,"Fayette, AL"
Fayette,AL,1057,162,2015,"Fayette, AL"
Fayette,AL,1057,133.3,2016,"Fayette, AL"
FAYETTE,AL,1057,113.6,2017,"FAYETTE, AL"
FAYETTE,AL,1057,92.2,2018,"FAYETTE, AL"
FAYETTE,AL,1057,53.6,2020,"FAYETTE, AL"
Fayette ,AL,1057,48.5,2019,"Fayette , AL"
Franklin,AL,1059,160.3,2006,"Franklin, AL"
Franklin,AL,1059,144.7,2007,"Franklin, AL"
Franklin,AL,1059,170.9,2008,"Franklin, AL"
Franklin,AL,1059,174.1,2009,"Franklin, AL"
Franklin,AL,1059,197.5,2010,"Franklin, AL"
Franklin,AL,1059,223.2,2011,"Franklin, AL"
Franklin,AL,1059,246,2012,"Franklin, AL"
Franklin,AL,1059,237.6,2013,"Franklin, AL"
Franklin,AL,1059,225.5,2014,"Franklin, AL"
Franklin,AL,1059,222.4,2015,"Franklin, AL"
Franklin,AL,1059,223.3,2016,"Franklin, AL"
FRANKLIN,AL,1059,184.9,2017,"FRANKLIN, AL"
FRANKLIN,AL,1059,152.3,2018,"FRANKLIN, AL"
FRANKLIN,AL,1059,89.4,2020,"FRANKLIN, AL"
Franklin ,AL,1059,92.3,2019,"Franklin , AL"
Geneva,AL,1061,30.2,2006,"Geneva, AL"
Geneva,AL,1061,23.5,2007,"Geneva, AL"
Geneva,AL,1061,23.9,2008,"Geneva, AL"
Geneva,AL,1061,26.5,2009,"Geneva, AL"
Geneva,AL,1061,29.9,2010,"Geneva, AL"
Geneva,AL,1061,31.7,2011,"Geneva, AL"
Geneva,AL,1061,41.6,2012,"Geneva, AL"
Geneva,AL,1061,44.3,2013,"Geneva, AL"
Geneva,AL,1061,50.4,2014,"Geneva, AL"
Geneva,AL,1061,56.4,2015,"Geneva, AL"
Geneva,AL,1061,50.2,2016,"Geneva, AL"
GENEVA,AL,1061,44.1,2017,"GENEVA, AL"
GENEVA,AL,1061,38.9,2018,"GENEVA, AL"
GENEVA,AL,1061,17,2020,"GENEVA, AL"
Geneva ,AL,1061,15.1,2019,"Geneva , AL"
Greene,AL,1063,32.4,2006,"Greene, AL"
Greene,AL,1063,40.7,2007,"Greene, AL"
Greene,AL,1063,54.4,2008,"Greene, AL"
Greene,AL,1063,60.1,2009,"Greene, AL"
Greene,AL,1063,41.2,2010,"Greene, AL"
Greene,AL,1063,46.5,2011,"Greene, AL"
Greene,AL,1063,32.9,2012,"Greene, AL"
Greene,AL,1063,48,2013,"Greene, AL"
Greene,AL,1063,98.6,2014,"Greene, AL"
Greene,AL,1063,78.7,2015,"Greene, AL"
Greene,AL,1063,79.8,2016,"Greene, AL"
GREENE,AL,1063,53.9,2017,"GREENE, AL"
GREENE,AL,1063,36.8,2018,"GREENE, AL"
GREENE,AL,1063,16.5,2020,"GREENE, AL"
Greene ,AL,1063,25.2,2019,"Greene , AL"
Hale,AL,1065,59.3,2006,"Hale, AL"
Hale,AL,1065,63.4,2007,"Hale, AL"
Hale,AL,1065,63.8,2008,"Hale, AL"
Hale,AL,1065,76.4,2009,"Hale, AL"
Hale,AL,1065,91.1,2010,"Hale, AL"
Hale,AL,1065,92.6,2011,"Hale, AL"
Hale,AL,1065,98.6,2012,"Hale, AL"
